"destination","prefix","rate","initial","additional","effective"
"FRANCE - MOBILE - BOUYGUES","3366","0.02857100","1","1","2015-05-01 00:00:00"
"FRANCE - MOBILE - ORANGE","3367","0.02857100","1","1","2015-05-01 00:00:00"
"FRANCE - MOBILE - ORANGE","3368","0.02857100","1","1","2015-05-01 00:00:00"
"FRANCE - MOBILE - BOUYGUES","3376","0.02857100","1","1","2015-05-01 00:00:00"
"FRANCE CLEC","3387","0.00642900","1","1","2015-05-01 00:00:00"
"SPAIN PREMIUM SRVICE","3470","0.01571400","1","1","2015-05-01 00:00:00"
"SPAIN MADRID","3481","0.00500000","1","1","2015-05-01 00:00:00"
"SPAIN PREMIUM SRVICE","3490","0.01571400","1","1","2015-05-01 00:00:00"
"SPAIN MADRID","3491","0.00500000","1","1","2015-05-01 00:00:00"
"GIBRALTAR - MOBILE","3506","0.18571400","1","1","2015-05-01 00:00:00"
"PORTUGAL MOBILE OTHER","3516","0.01971400","1","1","2015-05-01 00:00:00"
"IRELAND DUBLIN","3531","0.00485700","1","1","2015-05-01 00:00:00"
"IRELAND-MOBILE","3538","0.01000000","1","1","2015-05-01 00:00:00"
"ICELAND MOBILE","3543","0.02828600","1","1","2015-05-01 00:00:00"
"ICELAND MOBILE","3546","0.02828600","1","1","2015-05-01 00:00:00"
"ICELAND MOBILE","3548","0.02828600","1","1","2015-05-01 00:00:00"
"ALBANIA - AMC","3553","0.20000000","1","1","2015-05-01 00:00:00"
"ALBANIA - AMC","3555","0.20000000","1","1","2015-05-01 00:00:00"
"ALBANIA - AMC","3558","0.20000000","1","1","2015-05-01 00:00:00"
"MALTA MOBILE","3567","0.01900000","1","1","2015-05-01 00:00:00"
"MALTA MOBILE","3569","0.01900000","1","1","2015-05-01 00:00:00"
"FINLAND MOBILE","3584","0.02200000","1","1","2015-05-01 00:00:00"
"HUNGARY-M PANNON","3620","0.03628600","1","1","2015-05-01 00:00:00"
"HUNGARY-M TM","3630","0.03628600","1","1","2015-05-01 00:00:00"
"HUNGARY-M VODAFONE","3631","0.03628600","1","1","2015-05-01 00:00:00"
"HUNGARY-M VODAFONE","3670","0.03628600","1","1","2015-05-01 00:00:00"
"LITHUANIA PERSONAL","3708","0.61614300","1","1","2015-05-01 00:00:00"
"LITHUANIA PERSONAL","3709","0.61614300","1","1","2015-05-01 00:00:00"
"LATVIA MOBILE","3712","0.63814300","1","1","2015-05-01 00:00:00"
"ANDORRA MOBILE","3763","0.14814300","1","1","2015-05-01 00:00:00"
"ANDORRA MOBILE","3764","0.14814300","1","1","2015-05-01 00:00:00"
"ANDORRA MOBILE","3766","0.14814300","1","1","2015-05-01 00:00:00"
"MONACO MOBILE","3774","0.33057100","1","1","2015-05-01 00:00:00"
"MONACO MOBILE","3776","0.31485700","1","1","2015-05-01 00:00:00"
"SAN-MARINO-M","3786","0.23928600","1","1","2015-05-01 00:00:00"
"ITALY MILAN","3902","0.00414300","1","1","2015-05-01 00:00:00"
"ITALY ROME","3906","0.00414300","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - WIND","3932","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - TELECOM ITALIA","3933","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - VODAFONE","3934","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - TELECOM ITALIA","3936","0.01428600","1","1","2015-05-01 00:00:00"
"ITALY - MOBILE - WIND","3938","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA-BUCHAREST-FIXED","4021","0.00428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - ROMTELECOM","4071","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - VODAFONE","4072","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - VODAFONE","4073","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - ORANGE","4074","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - ORANGE","4075","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - COSMOTE","4076","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - DIGIMOBIL","4077","0.01428600","1","1","2015-05-01 00:00:00"
"ROMANIA - MOBILE - TELEMOBIL","4078","0.01428600","1","1","2015-05-01 00:00:00"
"SWITZERLAND SPECIAL","4158","0.01500000","1","1","2015-05-01 00:00:00"
"SWITZERLAND MOBILE","4174","0.25171400","1","1","2015-05-01 00:00:00"
"SWITZERLAND ORANGE MOBILE","4178","0.11571400","1","1","2015-05-01 00:00:00"
"SWITZERLAND MOBILE SWISSCOM MOBILE","4179","0.10471400","1","1","2015-05-01 00:00:00"
"SWITZERLAND - PRS","4190","0.01385700","1","1","2015-05-01 00:00:00"
"SLOVAKIA BRATISLAVA","4212","0.00614300","1","1","2015-05-01 00:00:00"
"LIECHTENSTEIN - MOBILE - OTHER","4236","0.20700000","1","1","2015-05-01 00:00:00"
"LIECHTENSTEIN MOBILE","4237","0.18642900","1","1","2015-05-01 00:00:00"
"U.K.-LONDON-FIXED","4420","0.00285700","1","1","2015-05-01 00:00:00"
"UK PNS MOBILE","4470","0.32357100","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4476","0.21571400","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4522","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - OTHER","4581","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - OTHER","4591","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK - MOBILE - OTHER","4592","0.01428600","1","1","2015-05-01 00:00:00"
"SWEDEN MALMO","4640","0.00271400","1","1","2015-05-01 00:00:00"
"NORWAY MOBILE","4758","0.03042900","1","1","2015-05-01 00:00:00"
"NORWAY MOBILE","4759","0.03042900","1","1","2015-05-01 00:00:00"
"NORWAY - SPECIAL SERVICES","4785","0.09442900","1","1","2015-05-01 00:00:00"
"POLAND - KATOWICE","4832","0.01057100","1","1","2015-05-01 00:00:00"
"POLAND ORANGE MOBILE","4850","0.01457100","1","1","2015-05-01 00:00:00"
"POLAND ORANGE MOBILE","4851","0.01457100","1","1","2015-05-01 00:00:00"
"FALKLAND ISL-M","5005","0.95714300","1","1","2015-05-01 00:00:00"
"FALKLAND ISL-M","5006","0.95714300","1","1","2015-05-01 00:00:00"
"BELIZE MOBILE","5016","0.25357100","1","1","2015-05-01 00:00:00"
"GUATEMALA MOBILE","5024","0.15471400","1","1","2015-05-01 00:00:00"
"GUATEMALA MOBILE","5025","0.15471400","1","1","2015-05-01 00:00:00"
"EL SALVADOR MOBILE","5037","0.19928600","1","1","2015-05-01 00:00:00"
"HONDURAS ON NET","5042","0.14285700","1","1","2015-05-01 00:00:00"
"HONDURAS-M HONDUTEL","5047","0.14285700","1","1","2015-05-01 00:00:00"
"HONDURAS-M CELTEL","5049","0.19285700","1","1","2015-05-01 00:00:00"
"NICARAGUA MOBILE","5058","0.27157100","1","1","2015-05-01 00:00:00"
"COSTA RICA ICE","5062","0.01428600","1","1","2015-05-01 00:00:00"
"COSTA RICA-M TFNC","5066","0.08642900","1","1","2015-05-01 00:00:00"
"COSTA RICA CLARO MOBILE","5067","0.06285700","1","1","2015-05-01 00:00:00"
"COSTA RICA MOBILE","5068","0.05528600","1","1","2015-05-01 00:00:00"
"PANAMA PANAMA CITY","5073","0.02785700","1","1","2015-05-01 00:00:00"
"HAITI SPECIAL SERVICES","5095","0.22500000","1","1","2015-05-01 00:00:00"
"PERU - LIMA","5112","0.00714300","1","1","2015-05-01 00:00:00"
"PERU - LIMA","5113","0.00714300","1","1","2015-05-01 00:00:00"
"PERU - LIMA","5114","0.00714300","1","1","2015-05-01 00:00:00"
"PERU - LIMA","5115","0.00714300","1","1","2015-05-01 00:00:00"
"PERU - LIMA","5116","0.00714300","1","1","2015-05-01 00:00:00"
"PERU - LIMA","5117","0.00714300","1","1","2015-05-01 00:00:00"
"MEXICO - TRIANGLE - GUADALAJARA","5233","0.00385700","60","60","2015-05-01 00:00:00"
"MEXICO MEXICO CITY","5255","0.00357100","60","60","2015-05-01 00:00:00"
"MEXICO - TRIANGLE - MONTERREY","5281","0.00385700","60","60","2015-05-01 00:00:00"
"CUBA GUANTANAMO","5321","0.80714300","1","1","2015-05-01 00:00:00"
"CUBA GUANTANAMO","5399","0.80714300","1","1","2015-05-01 00:00:00"
"ARGENTINA BUENOS AIRES","5411","0.00485700","1","1","2015-05-01 00:00:00"
"BRAZIL - SAO PAULO","5511","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - SANTOS","5513","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - CAMPINAS","5519","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - RIO DE JANEIRO","5521","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - VITORIA","5527","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - BELO HORIZONTE","5531","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - GOVERNADOR VALADARES","5533","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - POCOS DE CALDAS","5535","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - CURITIBA","5541","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - FLORIANOPOLIS","5548","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - PORTO ALEGRE","5551","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - BRASILIA","5561","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - GOIANIA","5562","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - SALVADOR","5571","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - RECIFE","5581","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - NATAL","5584","0.00785700","1","1","2015-05-01 00:00:00"
"BRAZIL - FORTALEZA","5585","0.00785700","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5622","0.01000000","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5623","0.01071400","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5624","0.01071400","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5625","0.01071400","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5626","0.01071400","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5627","0.01071400","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5628","0.01071400","1","1","2015-05-01 00:00:00"
"CHILE SANTIAGO","5629","0.01071400","1","1","2015-05-01 00:00:00"
"COLOMBIA BOGOTA","5712","0.02357100","1","1","2015-05-01 00:00:00"
"COLOMBIA BOGOTA","5713","0.02357100","1","1","2015-05-01 00:00:00"
"COLOMBIA BOGOTA","5714","0.02357100","1","1","2015-05-01 00:00:00"
"COLOMBIA BOGOTA","5715","0.02357100","1","1","2015-05-01 00:00:00"
"COLOMBIA BOGOTA","5716","0.02357100","1","1","2015-05-01 00:00:00"
"COLOMBIA BOGOTA","5717","0.02357100","1","1","2015-05-01 00:00:00"
"COLOMBIA CALI","5725","0.02214300","1","1","2015-05-01 00:00:00"
"COLOMBIA CALI","5726","0.02214300","1","1","2015-05-01 00:00:00"
"COLOMBIA MEDELLIN","5740","0.02714300","1","1","2015-05-01 00:00:00"
"COLOMBIA MEDELLIN","5742","0.02714300","1","1","2015-05-01 00:00:00"
"COLOMBIA MEDELLIN","5743","0.02714300","1","1","2015-05-01 00:00:00"
"COLOMBIA MEDELLIN","5744","0.02714300","1","1","2015-05-01 00:00:00"
"COLOMBIA MEDELLIN","5745","0.02714300","1","1","2015-05-01 00:00:00"
"COLOMBIA BARRANQUILLA","5753","0.03171400","1","1","2015-05-01 00:00:00"
"BOLIVIA SS","5919","0.09571400","1","1","2015-05-01 00:00:00"
"ECUADOR-ANDINATEL-FIXED","5937","0.13571400","1","1","2015-05-01 00:00:00"
"ECUADOR 2","5938","0.11142900","1","1","2015-05-01 00:00:00"
"ECUADOR 2","5939","0.11142900","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5941","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5942","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5943","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5944","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5945","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5947","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5948","0.00871400","1","1","2015-05-01 00:00:00"
"FRENCH GUIANA","5949","0.00871400","1","1","2015-05-01 00:00:00"
"PARAGUAY MOBILE","5959","0.05785700","1","1","2015-05-01 00:00:00"
"URUGUAY MONTEVIDEO","5982","0.04114300","1","1","2015-05-01 00:00:00"
"URUGUAY MOBILE","5989","0.18971400","1","1","2015-05-01 00:00:00"
"NETHERLANDS ANTILLES ST. MARTEENS","5995","0.12714300","1","1","2015-05-01 00:00:00"
"NETH.ANTILLES CURACA","5999","0.13642900","1","1","2015-05-01 00:00:00"
"MALAYSIA-M MAXIS","6012","0.01700000","1","1","2015-05-01 00:00:00"
"MALAYSIA-M CELLCOM","6013","0.01700000","1","1","2015-05-01 00:00:00"
"MALAYSIA-M DIGI","6016","0.01700000","1","1","2015-05-01 00:00:00"
"MALAYSIA-M MAXIS","6017","0.01700000","1","1","2015-05-01 00:00:00"
"MALAYSIA-M CELLCOM","6019","0.01700000","1","1","2015-05-01 00:00:00"
"AUSTRALIA LCL RATE","6113","0.02857100","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6127","0.01200000","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6128","0.01200000","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6129","0.01200000","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6138","0.01200000","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6139","0.01200000","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6172","0.01200000","1","1","2015-05-01 00:00:00"
"AUSTRALIA METRO CITIES","6173","0.01200000","1","1","2015-05-01 00:00:00"
"INDONESIA JAKARTA","6221","0.02957100","1","1","2015-05-01 00:00:00"
"INDONESIA CITIES","6222","0.03785700","1","1","2015-05-01 00:00:00"
"INDONESIA SEMARANG","6224","0.06571400","1","1","2015-05-01 00:00:00"
"INDONESIA-SURABAYA-FIXED","6231","0.03142900","1","1","2015-05-01 00:00:00"
"INDONESIA CITIES","6261","0.03785700","1","1","2015-05-01 00:00:00"
"INDONESIA-M OTHR","6280","0.04285700","1","1","2015-05-01 00:00:00"
"INDONESIA-M OTHR","6284","0.04285700","1","1","2015-05-01 00:00:00"
"INDONESIA-M OTHR","6288","0.04285700","1","1","2015-05-01 00:00:00"
"INDONESIA-M OTHR","6289","0.04285700","1","1","2015-05-01 00:00:00"
"PHILIPPINES PLDT ONNET","6328","0.11685700","1","1","2015-05-01 00:00:00"
"PHILIPPINES-M OTHR","6395","0.16785700","1","1","2015-05-01 00:00:00"
"PHILIPPINES-M OTHR","6396","0.16785700","1","1","2015-05-01 00:00:00"
"PHILIPPINES-M OTHR","6397","0.16785700","1","1","2015-05-01 00:00:00"
"PHILIPPINES SMART MOBILE","6398","0.15714300","1","1","2015-05-01 00:00:00"
"NEW ZEALAND OTHER MOBILE","6420","0.04000000","1","1","2015-05-01 00:00:00"
"NEW ZEALAND OTHER MOBILE","6422","0.04000000","1","1","2015-05-01 00:00:00"
"NEW ZEALAND OTHER MOBILE","6423","0.04000000","1","1","2015-05-01 00:00:00"
"NEW ZEALAND OTHER MOBILE","6425","0.04000000","1","1","2015-05-01 00:00:00"
"NEW ZEALAND OTHER MOBILE","6426","0.04000000","1","1","2015-05-01 00:00:00"
"NEW ZEALAND OTHER MOBILE","6427","0.04000000","1","1","2015-05-01 00:00:00"
"ANTARCTICA ALL COUNTRY","6721","1.21428600","1","1","2015-05-01 00:00:00"
"NORFOLK ISL","6723","1.14285700","1","1","2015-05-01 00:00:00"
"TONGA-M","6761","0.59000000","1","1","2015-05-01 00:00:00"
"TONGA-M","6769","0.59000000","1","1","2015-05-01 00:00:00"
"FIJI DIGICEL MOBILE","6797","0.17714300","1","1","2015-05-01 00:00:00"
"FIJI MOBILE","6799","0.17714300","1","1","2015-05-01 00:00:00"
"COOK ISL-M","6825","0.88571400","1","1","2015-05-01 00:00:00"
"COOK ISL PREM SRVCS","6826","0.88571400","1","1","2015-05-01 00:00:00"
"COOK ISL-M","6827","0.88571400","1","1","2015-05-01 00:00:00"
"NIUE PREM","6832","0.81428600","1","1","2015-05-01 00:00:00"
"NIUE PREM","6835","0.81428600","1","1","2015-05-01 00:00:00"
"NIUE PREM","6836","0.81428600","1","1","2015-05-01 00:00:00"
"NIUE PREM","6837","0.81428600","1","1","2015-05-01 00:00:00"
"NIUE PREM","6838","0.81428600","1","1","2015-05-01 00:00:00"
"NIUE PREM","6839","0.81428600","1","1","2015-05-01 00:00:00"
"KIRIBATI-M","6866","0.66428600","1","1","2015-05-01 00:00:00"
"KIRIBATI PREM SRVCS","6867","0.65714300","1","1","2015-05-01 00:00:00"
"KIRIBATI-M","6869","0.66428600","1","1","2015-05-01 00:00:00"
"NEW CALEDONIA-M","6877","0.19714300","1","1","2015-05-01 00:00:00"
"NEW CALEDONIA-M","6879","0.19714300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7301","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7302","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7336","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7341","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7342","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7343","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7345","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7346","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA ROC4","7347","0.04514300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7349","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7351","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7352","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7353","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA ROC5","7365","0.06471400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7381","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7382","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7383","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7384","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7385","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7388","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7390","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7391","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA ROC4","7394","0.04514300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 3","7395","0.03214300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7401","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7411","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7413","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7415","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7416","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7421","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7423","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7424","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7426","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ROC4","7427","0.04514300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7471","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7472","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7473","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7474","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7475","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7477","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7481","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7482","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7483","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7484","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7485","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7486","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7487","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7491","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7492","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7493","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7494","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA MOSCOW","7495","0.01357100","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 2","7496","0.02114300","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 2","7498","0.02114300","1","1","2015-05-01 00:00:00"
"RUSSIA MOSCOW","7499","0.01357100","1","1","2015-05-01 00:00:00"
"KAZAKHSTAN - MOBILE - ALTEL","7700","0.07142900","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M K CELL","7701","0.15714300","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M K CELL","7702","0.15714300","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M KARTEL","7705","0.17857100","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M MTS","7707","0.09285700","1","1","2015-05-01 00:00:00"
"KAZAKHSTAN - MOBILE - ALTEL","7708","0.07142900","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M MTS","7747","0.09285700","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M KARTEL","7771","0.17857100","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M K CELL","7775","0.15714300","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M KARTEL","7776","0.17857100","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M KARTEL","7777","0.17857100","1","1","2015-05-01 00:00:00"
"KAZAKHSTN-M K CELL","7778","0.15714300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7811","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA ST. PETERSBURG","7812","0.01000000","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7813","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7814","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7815","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7816","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7817","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7818","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7820","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 3","7821","0.03185700","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7831","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7833","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7834","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7835","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7836","0.02171400","1","1","2015-05-01 00:00:00"
"ABKHAZIA-ROC-FIXED","7840","0.11428600","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7841","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7842","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA-ZONE B-FIXED","7843","0.05142900","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7844","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7845","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 2","7846","0.02171400","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7847","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA ZONE 2","7848","0.02114300","1","1","2015-05-01 00:00:00"
"RUSSIA OTHER ZONE 1","7851","0.01928600","1","1","2015-05-01 00:00:00"
"RUSSIA-ZONE B-FIXED","7855","0.05142900","1","1","2015-05-01 00:00:00"
