Prefix,Effective Date,InternationalRate,Description
27142850,2/27/2015,0.06933,South Africa - Value Added Services
27143300,2/27/2015,0.06933,South Africa - Value Added Services
27143440,2/27/2015,0.06933,South Africa - Value Added Services
27144100,2/27/2015,0.06933,South Africa - Value Added Services
27144950,2/27/2015,0.06933,South Africa - Value Added Services
27146120,2/27/2015,0.06933,South Africa - Value Added Services
27150070,2/27/2015,0.06933,South Africa - Value Added Services
27150071,2/27/2015,0.06933,South Africa - Value Added Services
27150101,2/27/2015,0.06933,South Africa - Value Added Services
27150130,2/27/2015,0.06933,South Africa - Value Added Services
27150210,2/27/2015,0.06933,South Africa - Value Added Services
27150360,2/27/2015,0.06933,South Africa - Value Added Services
27150450,2/27/2015,0.06933,South Africa - Value Added Services
27150650,2/27/2015,0.06933,South Africa - Value Added Services
27151010,2/27/2015,0.06933,South Africa - Value Added Services
27151011,2/27/2015,0.06933,South Africa - Value Added Services
27151012,2/27/2015,0.06933,South Africa - Value Added Services
27151013,2/27/2015,0.06933,South Africa - Value Added Services
27151014,2/27/2015,0.06933,South Africa - Value Added Services
27151100,2/27/2015,0.06933,South Africa - Value Added Services
27151510,2/27/2015,0.06933,South Africa - Value Added Services
27151610,2/27/2015,0.06933,South Africa - Value Added Services
27153300,2/27/2015,0.06933,South Africa - Value Added Services
27153440,2/27/2015,0.06933,South Africa - Value Added Services
27154950,2/27/2015,0.06933,South Africa - Value Added Services
27156120,2/27/2015,0.06933,South Africa - Value Added Services
27160101,2/27/2015,0.06933,South Africa - Value Added Services
27160130,2/27/2015,0.06933,South Africa - Value Added Services
27160650,2/27/2015,0.06933,South Africa - Value Added Services
27161100,2/27/2015,0.06933,South Africa - Value Added Services
27161300,2/27/2015,0.06933,South Africa - Value Added Services
27161301,2/27/2015,0.06933,South Africa - Value Added Services
27161302,2/27/2015,0.06933,South Africa - Value Added Services
27161303,2/27/2015,0.06933,South Africa - Value Added Services
27161304,2/27/2015,0.06933,South Africa - Value Added Services
27161500,2/27/2015,0.06933,South Africa - Value Added Services
27161510,2/27/2015,0.06933,South Africa - Value Added Services
27162850,2/27/2015,0.06933,South Africa - Value Added Services
27163300,2/27/2015,0.06933,South Africa - Value Added Services
27163440,2/27/2015,0.06933,South Africa - Value Added Services
27164920,2/27/2015,0.06933,South Africa - Value Added Services
27170070,2/27/2015,0.06933,South Africa - Value Added Services
27170130,2/27/2015,0.06933,South Africa - Value Added Services
27170650,2/27/2015,0.06933,South Africa - Value Added Services
27171100,2/27/2015,0.06933,South Africa - Value Added Services
27171500,2/27/2015,0.06933,South Africa - Value Added Services
27172000,2/27/2015,0.06933,South Africa - Value Added Services
27172850,2/27/2015,0.06933,South Africa - Value Added Services
27173300,2/27/2015,0.06933,South Africa - Value Added Services
27173440,2/27/2015,0.06933,South Africa - Value Added Services
27174920,2/27/2015,0.06933,South Africa - Value Added Services
27180070,2/27/2015,0.06933,South Africa - Value Added Services
27180101,2/27/2015,0.06933,South Africa - Value Added Services
27180130,2/27/2015,0.06933,South Africa - Value Added Services
27180650,2/27/2015,0.06933,South Africa - Value Added Services
27181100,2/27/2015,0.06933,South Africa - Value Added Services
27181500,2/27/2015,0.06933,South Africa - Value Added Services
27181750,2/27/2015,0.06933,South Africa - Value Added Services
27183440,2/27/2015,0.06933,South Africa - Value Added Services
27184100,2/27/2015,0.06933,South Africa - Value Added Services
27184920,2/27/2015,0.06933,South Africa - Value Added Services
27188300,2/27/2015,0.06933,South Africa - Value Added Services
27210060,2/27/2015,0.06933,South Africa - Value Added Services
27210061,2/27/2015,0.06933,South Africa - Value Added Services
27210062,2/27/2015,0.06933,South Africa - Value Added Services
27210063,2/27/2015,0.06933,South Africa - Value Added Services
27210064,2/27/2015,0.06933,South Africa - Value Added Services
27210070,2/27/2015,0.06933,South Africa - Value Added Services
27210071,2/27/2015,0.06933,South Africa - Value Added Services
27210072,2/27/2015,0.06933,South Africa - Value Added Services
27210073,2/27/2015,0.06933,South Africa - Value Added Services
27210074,2/27/2015,0.06933,South Africa - Value Added Services
27210100,2/27/2015,0.06933,South Africa - Value Added Services
27210101,2/27/2015,0.06933,South Africa - Value Added Services
27210120,2/27/2015,0.06933,South Africa - Value Added Services
27210125,2/27/2015,0.06933,South Africa - Value Added Services
27210130,2/27/2015,0.06933,South Africa - Value Added Services
27210131,2/27/2015,0.06933,South Africa - Value Added Services
27210132,2/27/2015,0.06933,South Africa - Value Added Services
27210133,2/27/2015,0.06933,South Africa - Value Added Services
27210134,2/27/2015,0.06933,South Africa - Value Added Services
27210150,2/27/2015,0.06933,South Africa - Value Added Services
27210300,2/27/2015,0.06933,South Africa - Value Added Services
27210350,2/27/2015,0.06933,South Africa - Value Added Services
27210450,2/27/2015,0.06933,South Africa - Value Added Services
27210650,2/27/2015,0.06933,South Africa - Value Added Services
27210720,2/27/2015,0.06933,South Africa - Value Added Services
27210910,2/27/2015,0.06933,South Africa - Value Added Services
27211000,2/27/2015,0.06933,South Africa - Value Added Services
27211003,2/27/2015,0.06933,South Africa - Value Added Services
27211100,2/27/2015,0.06933,South Africa - Value Added Services
27211105,2/27/2015,0.06933,South Africa - Value Added Services
27211250,2/27/2015,0.06933,South Africa - Value Added Services
27211260,2/27/2015,0.06933,South Africa - Value Added Services
27211450,2/27/2015,0.06933,South Africa - Value Added Services
27211800,2/27/2015,0.06933,South Africa - Value Added Services
27211801,2/27/2015,0.06933,South Africa - Value Added Services
27211802,2/27/2015,0.06933,South Africa - Value Added Services
27211803,2/27/2015,0.06933,South Africa - Value Added Services
27211804,2/27/2015,0.06933,South Africa - Value Added Services
27212100,2/27/2015,0.06933,South Africa - Value Added Services
27212500,2/27/2015,0.06933,South Africa - Value Added Services
27212760,2/27/2015,0.06933,South Africa - Value Added Services
27212761,2/27/2015,0.06933,South Africa - Value Added Services
27212850,2/27/2015,0.06933,South Africa - Value Added Services
27212860,2/27/2015,0.06933,South Africa - Value Added Services
27213300,2/27/2015,0.06933,South Africa - Value Added Services
27213440,2/27/2015,0.06933,South Africa - Value Added Services
27213500,2/27/2015,0.06933,South Africa - Value Added Services
27213505,2/27/2015,0.06933,South Africa - Value Added Services
27214950,2/27/2015,0.06933,South Africa - Value Added Services
27215000,2/27/2015,0.06933,South Africa - Value Added Services
27215160,2/27/2015,0.06933,South Africa - Value Added Services
27215180,2/27/2015,0.06933,South Africa - Value Added Services
27216120,2/27/2015,0.06933,South Africa - Value Added Services
27216200,2/27/2015,0.06933,South Africa - Value Added Services
27217440,2/27/2015,0.06933,South Africa - Value Added Services
27217700,2/27/2015,0.06933,South Africa - Value Added Services
27217701,2/27/2015,0.06933,South Africa - Value Added Services
27217702,2/27/2015,0.06933,South Africa - Value Added Services
27217703,2/27/2015,0.06933,South Africa - Value Added Services
27217704,2/27/2015,0.06933,South Africa - Value Added Services
27220070,2/27/2015,0.06933,South Africa - Value Added Services
27220220,2/27/2015,0.06933,South Africa - Value Added Services
27220650,2/27/2015,0.06933,South Africa - Value Added Services
27221000,2/27/2015,0.06933,South Africa - Value Added Services
27221100,2/27/2015,0.06933,South Africa - Value Added Services
27221500,2/27/2015,0.06933,South Africa - Value Added Services
27222850,2/27/2015,0.06933,South Africa - Value Added Services
27223000,2/27/2015,0.06933,South Africa - Value Added Services
27223001,2/27/2015,0.06933,South Africa - Value Added Services
27223002,2/27/2015,0.06933,South Africa - Value Added Services
27223003,2/27/2015,0.06933,South Africa - Value Added Services
27223300,2/27/2015,0.06933,South Africa - Value Added Services
27224950,2/27/2015,0.06933,South Africa - Value Added Services
27225000,2/27/2015,0.06933,South Africa - Value Added Services
27230070,2/27/2015,0.06933,South Africa - Value Added Services
27230220,2/27/2015,0.06933,South Africa - Value Added Services
27230650,2/27/2015,0.06933,South Africa - Value Added Services
27231000,2/27/2015,0.06933,South Africa - Value Added Services
27231100,2/27/2015,0.06933,South Africa - Value Added Services
27231110,2/27/2015,0.06933,South Africa - Value Added Services
27232850,2/27/2015,0.06933,South Africa - Value Added Services
27233300,2/27/2015,0.06933,South Africa - Value Added Services
27234920,2/27/2015,0.06933,South Africa - Value Added Services
27234950,2/27/2015,0.06933,South Africa - Value Added Services
27270070,2/27/2015,0.06933,South Africa - Value Added Services
27270220,2/27/2015,0.06933,South Africa - Value Added Services
27270500,2/27/2015,0.06933,South Africa - Value Added Services
27270650,2/27/2015,0.06933,South Africa - Value Added Services
27271100,2/27/2015,0.06933,South Africa - Value Added Services
27271500,2/27/2015,0.06933,South Africa - Value Added Services
27272850,2/27/2015,0.06933,South Africa - Value Added Services
27273300,2/27/2015,0.06933,South Africa - Value Added Services
27274700,2/27/2015,0.06933,South Africa - Value Added Services
27274701,2/27/2015,0.06933,South Africa - Value Added Services
27274702,2/27/2015,0.06933,South Africa - Value Added Services
27274950,2/27/2015,0.06933,South Africa - Value Added Services
27275000,2/27/2015,0.06933,South Africa - Value Added Services
27280070,2/27/2015,0.06933,South Africa - Value Added Services
27280220,2/27/2015,0.06933,South Africa - Value Added Services
27280500,2/27/2015,0.06933,South Africa - Value Added Services
27280501,2/27/2015,0.06933,South Africa - Value Added Services
27280502,2/27/2015,0.06933,South Africa - Value Added Services
27280503,2/27/2015,0.06933,South Africa - Value Added Services
27280504,2/27/2015,0.06933,South Africa - Value Added Services
27280650,2/27/2015,0.06933,South Africa - Value Added Services
27281100,2/27/2015,0.06933,South Africa - Value Added Services
27281500,2/27/2015,0.06933,South Africa - Value Added Services
27282850,2/27/2015,0.06933,South Africa - Value Added Services
27283300,2/27/2015,0.06933,South Africa - Value Added Services
27283500,2/27/2015,0.06933,South Africa - Value Added Services
27284920,2/27/2015,0.06933,South Africa - Value Added Services
27284950,2/27/2015,0.06933,South Africa - Value Added Services
27310060,2/27/2015,0.06933,South Africa - Value Added Services
27310061,2/27/2015,0.06933,South Africa - Value Added Services
27310062,2/27/2015,0.06933,South Africa - Value Added Services
27310063,2/27/2015,0.06933,South Africa - Value Added Services
27310064,2/27/2015,0.06933,South Africa - Value Added Services
27310070,2/27/2015,0.06933,South Africa - Value Added Services
27310080,2/27/2015,0.06933,South Africa - Value Added Services
27310100,2/27/2015,0.06933,South Africa - Value Added Services
27310101,2/27/2015,0.06933,South Africa - Value Added Services
27310120,2/27/2015,0.06933,South Africa - Value Added Services
27310125,2/27/2015,0.06933,South Africa - Value Added Services
27310130,2/27/2015,0.06933,South Africa - Value Added Services
27310131,2/27/2015,0.06933,South Africa - Value Added Services
27310132,2/27/2015,0.06933,South Africa - Value Added Services
27310133,2/27/2015,0.06933,South Africa - Value Added Services
27310134,2/27/2015,0.06933,South Africa - Value Added Services
27310150,2/27/2015,0.06933,South Africa - Value Added Services
27310300,2/27/2015,0.06933,South Africa - Value Added Services
27310301,2/27/2015,0.06933,South Africa - Value Added Services
27310350,2/27/2015,0.06933,South Africa - Value Added Services
27310450,2/27/2015,0.06933,South Africa - Value Added Services
27310650,2/27/2015,0.06933,South Africa - Value Added Services
27310720,2/27/2015,0.06933,South Africa - Value Added Services
27310910,2/27/2015,0.06933,South Africa - Value Added Services
27310920,2/27/2015,0.06933,South Africa - Value Added Services
27311013,2/27/2015,0.06933,South Africa - Value Added Services
27311100,2/27/2015,0.06933,South Africa - Value Added Services
27311110,2/27/2015,0.06933,South Africa - Value Added Services
27311200,2/27/2015,0.06933,South Africa - Value Added Services
27311250,2/27/2015,0.06933,South Africa - Value Added Services
27311420,2/27/2015,0.06933,South Africa - Value Added Services
27311450,2/27/2015,0.06933,South Africa - Value Added Services
27312850,2/27/2015,0.06933,South Africa - Value Added Services
27312860,2/27/2015,0.06933,South Africa - Value Added Services
27312900,2/27/2015,0.06933,South Africa - Value Added Services
27312960,2/27/2015,0.06933,South Africa - Value Added Services
27313300,2/27/2015,0.06933,South Africa - Value Added Services
27313440,2/27/2015,0.06933,South Africa - Value Added Services
27313500,2/27/2015,0.06933,South Africa - Value Added Services
27313501,2/27/2015,0.06933,South Africa - Value Added Services
27313502,2/27/2015,0.06933,South Africa - Value Added Services
27313503,2/27/2015,0.06933,South Africa - Value Added Services
27313504,2/27/2015,0.06933,South Africa - Value Added Services
27313505,2/27/2015,0.06933,South Africa - Value Added Services
27314100,2/27/2015,0.06933,South Africa - Value Added Services
27314105,2/27/2015,0.06933,South Africa - Value Added Services
27314400,2/27/2015,0.06933,South Africa - Value Added Services
27316120,2/27/2015,0.06933,South Africa - Value Added Services
27317440,2/27/2015,0.06933,South Africa - Value Added Services
27320070,2/27/2015,0.06933,South Africa - Value Added Services
27320320,2/27/2015,0.06933,South Africa - Value Added Services
27321500,2/27/2015,0.06933,South Africa - Value Added Services
27323300,2/27/2015,0.06933,South Africa - Value Added Services
27324920,2/27/2015,0.06933,South Africa - Value Added Services
27329400,2/27/2015,0.06933,South Africa - Value Added Services
27329401,2/27/2015,0.06933,South Africa - Value Added Services
27329402,2/27/2015,0.06933,South Africa - Value Added Services
27329403,2/27/2015,0.06933,South Africa - Value Added Services
27329404,2/27/2015,0.06933,South Africa - Value Added Services
27330070,2/27/2015,0.06933,South Africa - Value Added Services
27330125,2/27/2015,0.06933,South Africa - Value Added Services
27330320,2/27/2015,0.06933,South Africa - Value Added Services
27331010,2/27/2015,0.06933,South Africa - Value Added Services
27331500,2/27/2015,0.06933,South Africa - Value Added Services
27333500,2/27/2015,0.06933,South Africa - Value Added Services
27334010,2/27/2015,0.06933,South Africa - Value Added Services
27334920,2/27/2015,0.06933,South Africa - Value Added Services
27340070,2/27/2015,0.06933,South Africa - Value Added Services
27340080,2/27/2015,0.06933,South Africa - Value Added Services
27340320,2/27/2015,0.06933,South Africa - Value Added Services
27340650,2/27/2015,0.06933,South Africa - Value Added Services
27341500,2/27/2015,0.06933,South Africa - Value Added Services
27342850,2/27/2015,0.06933,South Africa - Value Added Services
27343300,2/27/2015,0.06933,South Africa - Value Added Services
27344920,2/27/2015,0.06933,South Africa - Value Added Services
27349400,2/27/2015,0.06933,South Africa - Value Added Services
27350070,2/27/2015,0.06933,South Africa - Value Added Services
27350320,2/27/2015,0.06933,South Africa - Value Added Services
27350650,2/27/2015,0.06933,South Africa - Value Added Services
27351500,2/27/2015,0.06933,South Africa - Value Added Services
27352850,2/27/2015,0.06933,South Africa - Value Added Services
27353500,2/27/2015,0.06933,South Africa - Value Added Services
27354920,2/27/2015,0.06933,South Africa - Value Added Services
27359400,2/27/2015,0.06933,South Africa - Value Added Services
27359401,2/27/2015,0.06933,South Africa - Value Added Services
27359402,2/27/2015,0.06933,South Africa - Value Added Services
27359403,2/27/2015,0.06933,South Africa - Value Added Services
27359404,2/27/2015,0.06933,South Africa - Value Added Services
27360070,2/27/2015,0.06933,South Africa - Value Added Services
27360320,2/27/2015,0.06933,South Africa - Value Added Services
27361500,2/27/2015,0.06933,South Africa - Value Added Services
27363300,2/27/2015,0.06933,South Africa - Value Added Services
27364920,2/27/2015,0.06933,South Africa - Value Added Services
27369400,2/27/2015,0.06933,South Africa - Value Added Services
27390070,2/27/2015,0.06933,South Africa - Value Added Services
27390101,2/27/2015,0.06933,South Africa - Value Added Services
27390320,2/27/2015,0.06933,South Africa - Value Added Services
27391010,2/27/2015,0.06933,South Africa - Value Added Services
27391500,2/27/2015,0.06933,South Africa - Value Added Services
27393300,2/27/2015,0.06933,South Africa - Value Added Services
27394920,2/27/2015,0.06933,South Africa - Value Added Services
27399400,2/27/2015,0.06933,South Africa - Value Added Services
27399401,2/27/2015,0.06933,South Africa - Value Added Services
27399402,2/27/2015,0.06933,South Africa - Value Added Services
27399403,2/27/2015,0.06933,South Africa - Value Added Services
27399404,2/27/2015,0.06933,South Africa - Value Added Services
27401010,2/27/2015,0.06933,South Africa - Value Added Services
27401500,2/27/2015,0.06933,South Africa - Value Added Services
27403300,2/27/2015,0.06933,South Africa - Value Added Services
27404920,2/27/2015,0.06933,South Africa - Value Added Services
27409400,2/27/2015,0.06933,South Africa - Value Added Services
27409401,2/27/2015,0.06933,South Africa - Value Added Services
27409402,2/27/2015,0.06933,South Africa - Value Added Services
27409403,2/27/2015,0.06933,South Africa - Value Added Services
27409404,2/27/2015,0.06933,South Africa - Value Added Services
27410060,2/27/2015,0.06933,South Africa - Value Added Services
27410061,2/27/2015,0.06933,South Africa - Value Added Services
27410062,2/27/2015,0.06933,South Africa - Value Added Services
27410063,2/27/2015,0.06933,South Africa - Value Added Services
27410064,2/27/2015,0.06933,South Africa - Value Added Services
27410070,2/27/2015,0.06933,South Africa - Value Added Services
27410100,2/27/2015,0.06933,South Africa - Value Added Services
27410101,2/27/2015,0.06933,South Africa - Value Added Services
27410105,2/27/2015,0.06933,South Africa - Value Added Services
27410110,2/27/2015,0.06933,South Africa - Value Added Services
27410125,2/27/2015,0.06933,South Africa - Value Added Services
27410150,2/27/2015,0.06933,South Africa - Value Added Services
27410160,2/27/2015,0.06933,South Africa - Value Added Services
27410200,2/27/2015,0.06933,South Africa - Value Added Services
27410450,2/27/2015,0.06933,South Africa - Value Added Services
27410650,2/27/2015,0.06933,South Africa - Value Added Services
27410720,2/27/2015,0.06933,South Africa - Value Added Services
27410910,2/27/2015,0.06933,South Africa - Value Added Services
27411010,2/27/2015,0.06933,South Africa - Value Added Services
27411011,2/27/2015,0.06933,South Africa - Value Added Services
27411012,2/27/2015,0.06933,South Africa - Value Added Services
27411013,2/27/2015,0.06933,South Africa - Value Added Services
27411014,2/27/2015,0.06933,South Africa - Value Added Services
27411100,2/27/2015,0.06933,South Africa - Value Added Services
27411110,2/27/2015,0.06933,South Africa - Value Added Services
27411250,2/27/2015,0.06933,South Africa - Value Added Services
27411420,2/27/2015,0.06933,South Africa - Value Added Services
27411800,2/27/2015,0.06933,South Africa - Value Added Services
27411801,2/27/2015,0.06933,South Africa - Value Added Services
27411802,2/27/2015,0.06933,South Africa - Value Added Services
27411803,2/27/2015,0.06933,South Africa - Value Added Services
27411804,2/27/2015,0.06933,South Africa - Value Added Services
27412600,2/27/2015,0.06933,South Africa - Value Added Services
27413300,2/27/2015,0.06933,South Africa - Value Added Services
27413440,2/27/2015,0.06933,South Africa - Value Added Services
27414100,2/27/2015,0.06933,South Africa - Value Added Services
27415550,2/27/2015,0.06933,South Africa - Value Added Services
27416120,2/27/2015,0.06933,South Africa - Value Added Services
27420070,2/27/2015,0.06933,South Africa - Value Added Services
27420110,2/27/2015,0.06933,South Africa - Value Added Services
27420650,2/27/2015,0.06933,South Africa - Value Added Services
27421500,2/27/2015,0.06933,South Africa - Value Added Services
27423300,2/27/2015,0.06933,South Africa - Value Added Services
27424920,2/27/2015,0.06933,South Africa - Value Added Services
27430010,2/27/2015,0.06933,South Africa - Value Added Services
27430011,2/27/2015,0.06933,South Africa - Value Added Services
27430070,2/27/2015,0.06933,South Africa - Value Added Services
27430101,2/27/2015,0.06933,South Africa - Value Added Services
27430110,2/27/2015,0.06933,South Africa - Value Added Services
27430125,2/27/2015,0.06933,South Africa - Value Added Services
27430500,2/27/2015,0.06933,South Africa - Value Added Services
27430501,2/27/2015,0.06933,South Africa - Value Added Services
27430502,2/27/2015,0.06933,South Africa - Value Added Services
27430503,2/27/2015,0.06933,South Africa - Value Added Services
27430504,2/27/2015,0.06933,South Africa - Value Added Services
27430505,2/27/2015,0.06933,South Africa - Value Added Services
27430506,2/27/2015,0.06933,South Africa - Value Added Services
27430507,2/27/2015,0.06933,South Africa - Value Added Services
27430508,2/27/2015,0.06933,South Africa - Value Added Services
27430509,2/27/2015,0.06933,South Africa - Value Added Services
27430650,2/27/2015,0.06933,South Africa - Value Added Services
27431010,2/27/2015,0.06933,South Africa - Value Added Services
27431100,2/27/2015,0.06933,South Africa - Value Added Services
27431110,2/27/2015,0.06933,South Africa - Value Added Services
27431250,2/27/2015,0.06933,South Africa - Value Added Services
27432850,2/27/2015,0.06933,South Africa - Value Added Services
27433300,2/27/2015,0.06933,South Africa - Value Added Services
27434920,2/27/2015,0.06933,South Africa - Value Added Services
27440070,2/27/2015,0.06933,South Africa - Value Added Services
27440100,2/27/2015,0.06933,South Africa - Value Added Services
27440101,2/27/2015,0.06933,South Africa - Value Added Services
27440110,2/27/2015,0.06933,South Africa - Value Added Services
27440125,2/27/2015,0.06933,South Africa - Value Added Services
27440500,2/27/2015,0.06933,South Africa - Value Added Services
27440501,2/27/2015,0.06933,South Africa - Value Added Services
27440502,2/27/2015,0.06933,South Africa - Value Added Services
27440650,2/27/2015,0.06933,South Africa - Value Added Services
27440720,2/27/2015,0.06933,South Africa - Value Added Services
27440910,2/27/2015,0.06933,South Africa - Value Added Services
27441100,2/27/2015,0.06933,South Africa - Value Added Services
27441500,2/27/2015,0.06933,South Africa - Value Added Services
27442200,2/27/2015,0.06933,South Africa - Value Added Services
27442201,2/27/2015,0.06933,South Africa - Value Added Services
27442202,2/27/2015,0.06933,South Africa - Value Added Services
27442203,2/27/2015,0.06933,South Africa - Value Added Services
27442204,2/27/2015,0.06933,South Africa - Value Added Services
27442850,2/27/2015,0.06933,South Africa - Value Added Services
27443300,2/27/2015,0.06933,South Africa - Value Added Services
27443330,2/27/2015,0.06933,South Africa - Value Added Services
27444920,2/27/2015,0.06933,South Africa - Value Added Services
27444950,2/27/2015,0.06933,South Africa - Value Added Services
27445180,2/27/2015,0.06933,South Africa - Value Added Services
27450070,2/27/2015,0.06933,South Africa - Value Added Services
27450110,2/27/2015,0.06933,South Africa - Value Added Services
27450500,2/27/2015,0.06933,South Africa - Value Added Services
27451010,2/27/2015,0.06933,South Africa - Value Added Services
27451500,2/27/2015,0.06933,South Africa - Value Added Services
27452850,2/27/2015,0.06933,South Africa - Value Added Services
27453300,2/27/2015,0.06933,South Africa - Value Added Services
27454920,2/27/2015,0.06933,South Africa - Value Added Services
27460110,2/27/2015,0.06933,South Africa - Value Added Services
27461500,2/27/2015,0.06933,South Africa - Value Added Services
27463300,2/27/2015,0.06933,South Africa - Value Added Services
27464920,2/27/2015,0.06933,South Africa - Value Added Services
27469400,2/27/2015,0.06933,South Africa - Value Added Services
27470110,2/27/2015,0.06933,South Africa - Value Added Services
27470500,2/27/2015,0.06933,South Africa - Value Added Services
27470501,2/27/2015,0.06933,South Africa - Value Added Services
27470502,2/27/2015,0.06933,South Africa - Value Added Services
27470503,2/27/2015,0.06933,South Africa - Value Added Services
27470504,2/27/2015,0.06933,South Africa - Value Added Services
27470650,2/27/2015,0.06933,South Africa - Value Added Services
27471010,2/27/2015,0.06933,South Africa - Value Added Services
27471100,2/27/2015,0.06933,South Africa - Value Added Services
27471500,2/27/2015,0.06933,South Africa - Value Added Services
27473300,2/27/2015,0.06933,South Africa - Value Added Services
27474950,2/27/2015,0.06933,South Africa - Value Added Services
27481500,2/27/2015,0.06933,South Africa - Value Added Services
27483300,2/27/2015,0.06933,South Africa - Value Added Services
27484920,2/27/2015,0.06933,South Africa - Value Added Services
27489400,2/27/2015,0.06933,South Africa - Value Added Services
27490110,2/27/2015,0.06933,South Africa - Value Added Services
27491500,2/27/2015,0.06933,South Africa - Value Added Services
27493300,2/27/2015,0.06933,South Africa - Value Added Services
27494920,2/27/2015,0.06933,South Africa - Value Added Services
27499400,2/27/2015,0.06933,South Africa - Value Added Services
27510070,2/27/2015,0.06933,South Africa - Value Added Services
27510100,2/27/2015,0.06933,South Africa - Value Added Services
27510101,2/27/2015,0.06933,South Africa - Value Added Services
27510105,2/27/2015,0.06933,South Africa - Value Added Services
27510125,2/27/2015,0.06933,South Africa - Value Added Services
27510150,2/27/2015,0.06933,South Africa - Value Added Services
27510160,2/27/2015,0.06933,South Africa - Value Added Services
27510300,2/27/2015,0.06933,South Africa - Value Added Services
27510360,2/27/2015,0.06933,South Africa - Value Added Services
27510650,2/27/2015,0.06933,South Africa - Value Added Services
27510720,2/27/2015,0.06933,South Africa - Value Added Services
27510910,2/27/2015,0.06933,South Africa - Value Added Services
27511010,2/27/2015,0.06933,South Africa - Value Added Services
27511011,2/27/2015,0.06933,South Africa - Value Added Services
27511012,2/27/2015,0.06933,South Africa - Value Added Services
27511013,2/27/2015,0.06933,South Africa - Value Added Services
27511014,2/27/2015,0.06933,South Africa - Value Added Services
27511100,2/27/2015,0.06933,South Africa - Value Added Services
27511105,2/27/2015,0.06933,South Africa - Value Added Services
27511110,2/27/2015,0.06933,South Africa - Value Added Services
27511250,2/27/2015,0.06933,South Africa - Value Added Services
27511420,2/27/2015,0.06933,South Africa - Value Added Services
27511610,2/27/2015,0.06933,South Africa - Value Added Services
27512300,2/27/2015,0.06933,South Africa - Value Added Services
27512500,2/27/2015,0.06933,South Africa - Value Added Services
27512501,2/27/2015,0.06933,South Africa - Value Added Services
27512502,2/27/2015,0.06933,South Africa - Value Added Services
27512503,2/27/2015,0.06933,South Africa - Value Added Services
27512504,2/27/2015,0.06933,South Africa - Value Added Services
27512850,2/27/2015,0.06933,South Africa - Value Added Services
27513300,2/27/2015,0.06933,South Africa - Value Added Services
27513440,2/27/2015,0.06933,South Africa - Value Added Services
27513500,2/27/2015,0.06933,South Africa - Value Added Services
27513505,2/27/2015,0.06933,South Africa - Value Added Services
27514150,2/27/2015,0.06933,South Africa - Value Added Services
27517440,2/27/2015,0.06933,South Africa - Value Added Services
27517780,2/27/2015,0.06933,South Africa - Value Added Services
27530101,2/27/2015,0.06933,South Africa - Value Added Services
27530125,2/27/2015,0.06933,South Africa - Value Added Services
27530300,2/27/2015,0.06933,South Africa - Value Added Services
27530500,2/27/2015,0.06933,South Africa - Value Added Services
27530501,2/27/2015,0.06933,South Africa - Value Added Services
27530502,2/27/2015,0.06933,South Africa - Value Added Services
27530503,2/27/2015,0.06933,South Africa - Value Added Services
27530504,2/27/2015,0.06933,South Africa - Value Added Services
27530650,2/27/2015,0.06933,South Africa - Value Added Services
27531100,2/27/2015,0.06933,South Africa - Value Added Services
27531500,2/27/2015,0.06933,South Africa - Value Added Services
27532850,2/27/2015,0.06933,South Africa - Value Added Services
27532860,2/27/2015,0.06933,South Africa - Value Added Services
27533300,2/27/2015,0.06933,South Africa - Value Added Services
27534100,2/27/2015,0.06933,South Africa - Value Added Services
27534920,2/27/2015,0.06933,South Africa - Value Added Services
27540101,2/27/2015,0.06933,South Africa - Value Added Services
27540300,2/27/2015,0.06933,South Africa - Value Added Services
27540500,2/27/2015,0.06933,South Africa - Value Added Services
27540650,2/27/2015,0.06933,South Africa - Value Added Services
27541100,2/27/2015,0.06933,South Africa - Value Added Services
27541500,2/27/2015,0.06933,South Africa - Value Added Services
27542850,2/27/2015,0.06933,South Africa - Value Added Services
27543500,2/27/2015,0.06933,South Africa - Value Added Services
27544950,2/27/2015,0.06933,South Africa - Value Added Services
27560300,2/27/2015,0.06933,South Africa - Value Added Services
27560500,2/27/2015,0.06933,South Africa - Value Added Services
27561500,2/27/2015,0.06933,South Africa - Value Added Services
27563300,2/27/2015,0.06933,South Africa - Value Added Services
27564920,2/27/2015,0.06933,South Africa - Value Added Services
27570070,2/27/2015,0.06933,South Africa - Value Added Services
27570300,2/27/2015,0.06933,South Africa - Value Added Services
27570500,2/27/2015,0.06933,South Africa - Value Added Services
27570650,2/27/2015,0.06933,South Africa - Value Added Services
27571100,2/27/2015,0.06933,South Africa - Value Added Services
27571500,2/27/2015,0.06933,South Africa - Value Added Services
27572850,2/27/2015,0.06933,South Africa - Value Added Services
27573300,2/27/2015,0.06933,South Africa - Value Added Services
27574920,2/27/2015,0.06933,South Africa - Value Added Services
27580300,2/27/2015,0.06933,South Africa - Value Added Services
27580500,2/27/2015,0.06933,South Africa - Value Added Services
27581100,2/27/2015,0.06933,South Africa - Value Added Services
27583300,2/27/2015,0.06933,South Africa - Value Added Services
27584920,2/27/2015,0.06933,South Africa - Value Added Services
27862800,2/27/2015,0.06933,South Africa - Value Added Services
271121720,2/27/2015,0.06933,South Africa - Value Added Services
271125750,2/27/2015,0.06933,South Africa - Value Added Services
